timestamp,site_id,state,district,hq,lat,lon,dissolved_oxygen,turbidity,tds,ph,nearby_cases,outbreak_flag,outbreak_score,case_count
21-05-2023 14:00,Aizawl_site3,Mizoram,Aizawl,Aizawl,23.768233,92.656594,5.010789311,9.871623698,296.0385611,6.909146688,4,TRUE,0.994614615,32
12-03-2023 15:00,West_Tripura_site2,Tripura,West Tripura,Agartala,23.757574,91.250808,6.009713604,15.35175476,305.1469904,7.308068599,5,FALSE,0.156020888,0
18-11-2023 23:00,West_Tripura_site1,Tripura,West Tripura,Agartala,23.825718,91.271745,7.161267172,20.11087429,369.2101547,6.796360413,1,FALSE,0.174660279,0
19-12-2023 01:00,Kohima_site2,Nagaland,Kohima,Kohima,25.608291,94.120643,7.049712245,9.467847452,390.5610694,6.87644488,4,FALSE,0.227035328,0
11-07-2023 07:00,Aizawl_site2,Mizoram,Aizawl,Aizawl,23.726431,92.66475,6.700118173,10.45212464,372.538332,7.121804635,4,FALSE,0.141778305,0
03-08-2023 11:00,Aizawl_site1,Mizoram,Aizawl,Aizawl,23.697021,92.81025,6.798213779,4.602336481,265.8136171,7.179114187,0,FALSE,0.267087227,0
21-03-2023 10:00,Dibrugarh_site2,Assam,Dibrugarh,Dibrugarh,27.456426,94.935528,5.063896643,5.624776528,281.1604506,7.100550766,2,FALSE,0.328653359,0
28-10-2023 18:00,Kohima_site1,Nagaland,Kohima,Kohima,25.685143,94.012816,5.041205812,5.776204262,311.2949216,6.689610913,3,TRUE,0.962867715,32
25-05-2023 19:00,Imphal_East_site2,Manipur,Imphal East,Imphal,24.890282,93.925511,6.533337138,4.027051765,326.5092164,6.95426503,1,FALSE,0.203203311,0
27-02-2023 20:00,Aizawl_site2,Mizoram,Aizawl,Aizawl,23.726431,92.66475,6.505949711,0.1,272.5383293,7.001929358,3,FALSE,0.367527982,0
02-08-2023 15:00,East_Khasi_Hills_site3,Meghalaya,East Khasi Hills,Shillong,25.552188,91.879855,6.499019969,0.1,311.6084586,6.906108775,2,FALSE,0.274639136,0
17-01-2023 08:00,East_Khasi_Hills_site3,Meghalaya,East Khasi Hills,Shillong,25.552188,91.879855,6.381256479,11.38456598,294.8346492,7.426712395,1,FALSE,0.289130555,0
16-03-2023 08:00,Kamrup_Metropolitan_site3,Assam,Kamrup Metropolitan,Guwahati,26.171622,91.721623,7.340897398,12.9287928,302.4163373,6.909790544,0,FALSE,0.391056922,0
19-10-2023 20:00,East_Sikkim_site3,Sikkim,East Sikkim,Gangtok,27.305054,88.637084,5.648502072,6.292394701,365.8123653,7.259105241,3,FALSE,0.011074899,0
10-09-2023 06:00,Kohima_site1,Nagaland,Kohima,Kohima,25.685143,94.012816,6.219237806,9.247568419,273.9419655,6.990630137,2,FALSE,0.012769203,0
09-10-2023 21:00,Kohima_site2,Nagaland,Kohima,Kohima,25.608291,94.120643,6.94649921,10.91576019,270.0843576,6.652402398,2,FALSE,0.12853053,0
26-11-2023 06:00,West_Tripura_site2,Tripura,West Tripura,Agartala,23.757574,91.250808,7.688173267,12.4733576,240.2515052,7.136205335,5,FALSE,0.31661412,0
07-06-2023 17:00,East_Sikkim_site3,Sikkim,East Sikkim,Gangtok,27.305054,88.637084,7.308104571,14.74451978,331.3957346,7.482054719,2,FALSE,0.059171301,0
02-10-2023 22:00,East_Sikkim_site1,Sikkim,East Sikkim,Gangtok,27.356081,88.518348,5.630871237,5.283096574,295.2467032,7.632718637,2,FALSE,0.348213924,0
05-05-2023 04:00,East_Sikkim_site1,Sikkim,East Sikkim,Gangtok,27.356081,88.518348,6.562078712,19.07531834,342.1078869,6.907357593,7,TRUE,0.696253856,30
27-08-2023 20:00,West_Tripura_site1,Tripura,West Tripura,Agartala,23.825718,91.271745,5.374551564,6.402402436,194.8649123,7.229171649,3,FALSE,0.388238712,0
19-01-2023 04:00,West_Tripura_site3,Tripura,West Tripura,Agartala,23.808468,91.339656,6.878436218,11.22003032,256.3331973,7.266240404,4,FALSE,0.216096396,0
26-03-2023 15:00,Imphal_East_site1,Manipur,Imphal East,Imphal,24.771599,93.866185,6.690846457,3.833401318,243.6223749,6.573900333,5,FALSE,0.173765553,0
27-09-2023 12:00,Aizawl_site3,Mizoram,Aizawl,Aizawl,23.768233,92.656594,7.421212117,8.077151165,235.0588811,7.134916969,1,FALSE,0.398055428,0
14-05-2023 23:00,West_Tripura_site2,Tripura,West Tripura,Agartala,23.757574,91.250808,5.954382548,11.18501601,253.8493783,7.239258966,1,TRUE,0.751322535,20
19-04-2023 02:00,Aizawl_site3,Mizoram,Aizawl,Aizawl,23.768233,92.656594,7.978128002,7.833388903,308.9103402,6.943676253,2,FALSE,0.235434406,0
12-11-2023 12:00,Aizawl_site2,Mizoram,Aizawl,Aizawl,23.726431,92.66475,6.791769419,3.52488637,299.1530709,6.81580293,5,TRUE,0.668746404,26
26-08-2023 03:00,Kohima_site3,Nagaland,Kohima,Kohima,25.711623,94.119368,6.833957628,13.45391163,333.8605957,7.47337408,4,FALSE,0.052120676,0
21-10-2023 04:00,Kohima_site3,Nagaland,Kohima,Kohima,25.711623,94.119368,6.424604925,12.13347421,392.8848636,7.344006503,2,FALSE,0.077851828,0
07-09-2023 12:00,Kamrup_Metropolitan_site3,Assam,Kamrup Metropolitan,Guwahati,26.171622,91.721623,6.217839364,10.31820996,245.833737,7.227708491,4,FALSE,0.045284223,0
14-11-2023 11:00,East_Khasi_Hills_site3,Meghalaya,East Khasi Hills,Shillong,25.552188,91.879855,8.111290979,0.100893172,300.7501766,6.907663318,3,TRUE,0.682576497,29
08-09-2023 19:00,East_Khasi_Hills_site1,Meghalaya,East Khasi Hills,Shillong,25.555001,91.899986,5.765106833,6.992442426,426.5262345,7.158064798,0,FALSE,0.195623403,0
09-05-2023 16:00,Dibrugarh_site3,Assam,Dibrugarh,Dibrugarh,27.456729,94.885114,6.246763437,8.648673078,339.8924304,6.928409053,1,FALSE,0.237584346,0
24-01-2023 22:00,West_Tripura_site2,Tripura,West Tripura,Agartala,23.757574,91.250808,5.488088925,12.00862819,270.8848934,7.427028342,4,FALSE,0.311385825,0
28-02-2023 23:00,Kamrup_Metropolitan_site2,Assam,Kamrup Metropolitan,Guwahati,26.215714,91.809481,7.510422456,8.889764931,292.8813799,6.667762182,5,FALSE,0.372352397,0
15-10-2023 04:00,Aizawl_site1,Mizoram,Aizawl,Aizawl,23.697021,92.81025,5.565999341,1.990723531,306.4357601,7.186767976,2,FALSE,0.278449077,0
04-03-2023 02:00,Kamrup_Metropolitan_site1,Assam,Kamrup Metropolitan,Guwahati,26.208166,91.726417,8.016459819,5.689306088,253.5087214,6.846031257,2,FALSE,0.126674408,0
27-09-2023 01:00,Kamrup_Metropolitan_site3,Assam,Kamrup Metropolitan,Guwahati,26.171622,91.721623,7.350748577,15.51748751,254.625007,6.876413571,0,FALSE,0.179576613,0
26-10-2023 02:00,West_Tripura_site1,Tripura,West Tripura,Agartala,23.825718,91.271745,7.422535759,15.50958915,244.5065496,7.457469067,3,TRUE,0.887536498,20
16-04-2023 04:00,Kohima_site2,Nagaland,Kohima,Kohima,25.608291,94.120643,5.918404139,11.0253879,279.7210908,6.802543291,2,FALSE,0.01843884,0
06-08-2023 00:00,East_Khasi_Hills_site3,Meghalaya,East Khasi Hills,Shillong,25.552188,91.879855,5.577391862,11.83827773,422.2969465,7.030194798,1,FALSE,0.274750454,0
20-03-2023 20:00,West_Tripura_site2,Tripura,West Tripura,Agartala,23.757574,91.250808,5.887292745,10.28121873,309.1676019,7.04930009,1,FALSE,0.031445098,0
26-07-2023 17:00,Papum_Pare_site1,Arunachal Pradesh,Papum Pare,Itanagar,27.112098,93.524336,5.833914224,8.177865742,341.6501598,7.010268795,4,FALSE,0.204881817,0
19-08-2023 19:00,Imphal_East_site3,Manipur,Imphal East,Imphal,24.820376,93.865563,4.998647735,13.72324475,306.7945707,7.081114847,0,TRUE,0.714770643,22
28-10-2023 14:00,Kohima_site1,Nagaland,Kohima,Kohima,25.685143,94.012816,7.047088891,5.638298573,241.3856215,7.168852371,2,FALSE,0.228291412,0
19-02-2023 08:00,East_Khasi_Hills_site1,Meghalaya,East Khasi Hills,Shillong,25.555001,91.899986,5.30793386,15.12081163,335.8695303,7.171711736,4,TRUE,0.63835672,38
17-05-2023 09:00,East_Sikkim_site2,Sikkim,East Sikkim,Gangtok,27.355104,88.587246,7.989531903,7.010253275,387.0925152,6.868861996,2,TRUE,0.69775512,30
02-06-2023 00:00,East_Sikkim_site2,Sikkim,East Sikkim,Gangtok,27.355104,88.587246,6.520563906,9.405292894,349.0871671,7.065775808,3,TRUE,0.828245431,21
31-03-2023 15:00,West_Tripura_site3,Tripura,West Tripura,Agartala,23.808468,91.339656,6.600326944,0.1,230.6661016,7.28546081,3,FALSE,0.133370471,0
05-01-2023 19:00,Aizawl_site1,Mizoram,Aizawl,Aizawl,23.697021,92.81025,6.862099224,14.33699771,183.780468,7.06719017,2,TRUE,0.869816386,23
13-06-2023 18:00,West_Tripura_site1,Tripura,West Tripura,Agartala,23.825718,91.271745,6.325639275,12.51835387,317.9278924,6.929619575,5,TRUE,0.741049633,32
07-02-2023 09:00,West_Tripura_site3,Tripura,West Tripura,Agartala,23.808468,91.339656,5.450430764,18.69570073,303.2478096,7.287156155,1,FALSE,0.299510186,0
10-01-2023 21:00,Dibrugarh_site1,Assam,Dibrugarh,Dibrugarh,27.558861,94.946772,6.496598323,10.01311409,258.5066001,7.050954583,1,FALSE,0.01685994,0
24-03-2023 18:00,Kamrup_Metropolitan_site1,Assam,Kamrup Metropolitan,Guwahati,26.208166,91.726417,6.065760823,9.9680384,229.6912407,6.500280566,2,TRUE,0.969206957,21
15-12-2023 05:00,Papum_Pare_site2,Arunachal Pradesh,Papum Pare,Itanagar,27.013754,93.591886,7.480883668,7.607473098,339.5535493,7.111911098,2,TRUE,0.811679532,30
21-05-2023 07:00,Dibrugarh_site1,Assam,Dibrugarh,Dibrugarh,27.558861,94.946772,6.932299305,19.29823747,273.6297912,7.365178925,2,TRUE,0.698160576,24
27-11-2023 15:00,Kohima_site2,Nagaland,Kohima,Kohima,25.608291,94.120643,6.759004054,9.895100213,200.3803993,6.775143439,0,TRUE,0.822079732,15
24-11-2023 11:00,East_Khasi_Hills_site1,Meghalaya,East Khasi Hills,Shillong,25.555001,91.899986,7.944283567,9.893285247,260.7604544,7.145959146,5,FALSE,0.145403969,0
19-10-2023 01:00,East_Khasi_Hills_site1,Meghalaya,East Khasi Hills,Shillong,25.555001,91.899986,6.998604339,3.425271427,286.6495817,7.008611565,6,TRUE,0.799045559,33
26-04-2023 23:00,Kamrup_Metropolitan_site3,Assam,Kamrup Metropolitan,Guwahati,26.171622,91.721623,5.901293455,11.37834038,306.143928,7.243776978,0,FALSE,0.073159925,0
11-03-2023 18:00,Kohima_site1,Nagaland,Kohima,Kohima,25.685143,94.012816,7.637514471,5.809964899,289.1712062,6.893353917,1,FALSE,0.122723761,0
29-08-2023 19:00,East_Khasi_Hills_site1,Meghalaya,East Khasi Hills,Shillong,25.555001,91.899986,6.733099565,6.512417147,273.4187206,6.994711757,2,TRUE,0.736960765,25
20-07-2023 04:00,Kamrup_Metropolitan_site2,Assam,Kamrup Metropolitan,Guwahati,26.215714,91.809481,8.108722428,8.122636939,307.7575988,7.387348975,2,FALSE,0.228940658,0
24-11-2023 18:00,Kamrup_Metropolitan_site3,Assam,Kamrup Metropolitan,Guwahati,26.171622,91.721623,7.003151288,9.769103937,259.3790796,6.816883903,4,FALSE,0.29876681,0
30-05-2023 07:00,Kohima_site1,Nagaland,Kohima,Kohima,25.685143,94.012816,6.692464606,5.091546419,403.6138645,7.20128459,2,TRUE,0.87945838,25
13-02-2023 18:00,Papum_Pare_site3,Arunachal Pradesh,Papum Pare,Itanagar,27.049358,93.635712,5.860095468,13.3754092,332.8044963,6.602016202,1,FALSE,0.24547768,0
25-10-2023 13:00,Kohima_site3,Nagaland,Kohima,Kohima,25.711623,94.119368,5.996500631,9.179141905,377.9083178,7.360308472,2,TRUE,0.788232487,28
04-04-2023 10:00,Dibrugarh_site2,Assam,Dibrugarh,Dibrugarh,27.456426,94.935528,6.457910501,4.117709214,348.4203283,6.919564006,2,FALSE,0.013726086,0
22-07-2023 09:00,Aizawl_site3,Mizoram,Aizawl,Aizawl,23.768233,92.656594,6.839922025,3.154540702,309.3130229,6.246389724,2,FALSE,0.231441926,0
23-08-2023 08:00,Aizawl_site2,Mizoram,Aizawl,Aizawl,23.726431,92.66475,7.598199733,9.645459465,349.1293691,7.331147269,2,FALSE,0.161197193,0
03-01-2023 20:00,East_Khasi_Hills_site3,Meghalaya,East Khasi Hills,Shillong,25.552188,91.879855,7.388397823,19.23198253,315.7957738,7.098552354,3,TRUE,0.768196206,21
13-05-2023 18:00,Papum_Pare_site1,Arunachal Pradesh,Papum Pare,Itanagar,27.112098,93.524336,6.226956388,15.85466393,369.0159787,6.680897894,7,TRUE,0.921107682,40
26-08-2023 17:00,Imphal_East_site2,Manipur,Imphal East,Imphal,24.890282,93.925511,5.24009601,15.32041636,269.7758146,6.898624077,5,TRUE,0.731931646,20
06-07-2023 21:00,East_Sikkim_site3,Sikkim,East Sikkim,Gangtok,27.305054,88.637084,7.450449501,21.39054312,364.560623,7.162137551,2,FALSE,0.298009478,0
06-09-2023 04:00,Kamrup_Metropolitan_site1,Assam,Kamrup Metropolitan,Guwahati,26.208166,91.726417,5.773078174,1.59610362,363.3208953,6.934769105,3,TRUE,0.837246053,34
10-05-2023 08:00,East_Sikkim_site3,Sikkim,East Sikkim,Gangtok,27.305054,88.637084,6.123208152,7.914889087,301.6289937,6.972939384,2,FALSE,0.163488217,0
17-05-2023 14:00,Dibrugarh_site1,Assam,Dibrugarh,Dibrugarh,27.558861,94.946772,7.737848786,8.801860596,308.7185932,6.933769438,1,FALSE,0.022979575,0
30-11-2023 05:00,Kamrup_Metropolitan_site1,Assam,Kamrup Metropolitan,Guwahati,26.208166,91.726417,7.365902969,12.13818163,167.1880812,7.096869529,1,FALSE,0.135713949,0
13-02-2023 09:00,Imphal_East_site2,Manipur,Imphal East,Imphal,24.890282,93.925511,6.180803085,10.65389341,270.2033569,6.989098007,1,FALSE,0.246154531,0
06-12-2023 12:00,East_Sikkim_site1,Sikkim,East Sikkim,Gangtok,27.356081,88.518348,6.427263358,13.38763913,344.9040346,6.832029504,4,FALSE,0.214038395,0
29-09-2023 03:00,Kohima_site2,Nagaland,Kohima,Kohima,25.608291,94.120643,5.585062959,18.01982524,309.6026455,6.969126406,2,TRUE,0.880426053,30
08-02-2023 04:00,Kamrup_Metropolitan_site2,Assam,Kamrup Metropolitan,Guwahati,26.215714,91.809481,6.314760405,10.38187794,362.7464415,7.371433018,4,FALSE,0.093160996,0
10-02-2023 16:00,Dibrugarh_site2,Assam,Dibrugarh,Dibrugarh,27.456426,94.935528,5.700947785,0.1,297.2772228,7.006327525,4,TRUE,0.792176315,32
02-12-2023 04:00,Imphal_East_site3,Manipur,Imphal East,Imphal,24.820376,93.865563,5.762224578,9.405606184,269.6476849,6.811553086,3,TRUE,0.761731137,22
23-11-2023 22:00,East_Sikkim_site3,Sikkim,East Sikkim,Gangtok,27.305054,88.637084,6.643543617,0.34469254,403.4273792,7.035515176,4,TRUE,0.953013499,28
23-05-2023 08:00,Imphal_East_site2,Manipur,Imphal East,Imphal,24.890282,93.925511,5.696969748,13.21819854,381.9421343,7.265209015,4,FALSE,0.349518397,0
18-12-2023 20:00,West_Tripura_site3,Tripura,West Tripura,Agartala,23.808468,91.339656,6.275005675,13.46505508,403.324461,7.02125314,2,FALSE,0.38333877,0
03-09-2023 19:00,Dibrugarh_site2,Assam,Dibrugarh,Dibrugarh,27.456426,94.935528,4.735251856,20.26278767,272.9545498,6.837490955,3,TRUE,0.606001385,20
09-07-2023 01:00,East_Sikkim_site3,Sikkim,East Sikkim,Gangtok,27.305054,88.637084,6.513152743,12.47673873,301.699935,6.904493703,3,FALSE,0.293370376,0
01-05-2023 09:00,West_Tripura_site1,Tripura,West Tripura,Agartala,23.825718,91.271745,6.214958946,3.857706107,303.291134,7.132291172,2,FALSE,0.376567177,0
20-02-2023 02:00,East_Khasi_Hills_site3,Meghalaya,East Khasi Hills,Shillong,25.552188,91.879855,7.251362281,0.1,274.5312901,7.223769066,2,TRUE,0.710726002,32
31-07-2023 13:00,Kamrup_Metropolitan_site3,Assam,Kamrup Metropolitan,Guwahati,26.171622,91.721623,7.003581198,13.46325658,264.1106872,6.638839552,6,FALSE,0.135956841,0
25-02-2023 20:00,West_Tripura_site3,Tripura,West Tripura,Agartala,23.808468,91.339656,6.936112704,11.69300623,373.2895187,6.823298051,3,FALSE,0.271863472,0
27-08-2023 17:00,Dibrugarh_site3,Assam,Dibrugarh,Dibrugarh,27.456729,94.885114,6.416282701,8.960189961,299.2749259,6.945495052,1,FALSE,0.25951059,0
13-03-2023 22:00,Papum_Pare_site2,Arunachal Pradesh,Papum Pare,Itanagar,27.013754,93.591886,7.250876643,10.65614062,351.8658404,7.214113765,2,FALSE,0.117293142,0
28-04-2023 14:00,Papum_Pare_site3,Arunachal Pradesh,Papum Pare,Itanagar,27.049358,93.635712,6.338443145,14.66139177,303.9683007,7.120330142,2,TRUE,0.984788199,22
08-07-2023 19:00,Aizawl_site2,Mizoram,Aizawl,Aizawl,23.726431,92.66475,7.557504794,13.92047798,296.9795353,6.808546325,2,FALSE,0.008284742,0
24-03-2023 18:00,East_Khasi_Hills_site3,Meghalaya,East Khasi Hills,Shillong,25.552188,91.879855,7.531674896,10.61747966,265.3102589,6.916812802,5,FALSE,0.23831033,0
13-05-2023 08:00,Imphal_East_site2,Manipur,Imphal East,Imphal,24.890282,93.925511,6.099864722,15.91834437,188.1727446,6.768577137,1,TRUE,0.649682024,16
07-10-2023 20:00,Aizawl_site1,Mizoram,Aizawl,Aizawl,23.697021,92.81025,6.799926149,13.81756284,364.2368935,7.386156682,4,FALSE,0.074301393,0
20-08-2023 21:00,Papum_Pare_site2,Arunachal Pradesh,Papum Pare,Itanagar,27.013754,93.591886,6.762827803,7.247534418,309.7162534,6.789337503,2,FALSE,0.044298672,0
07-09-2023 00:00,Kamrup_Metropolitan_site2,Assam,Kamrup Metropolitan,Guwahati,26.215714,91.809481,6.527150308,12.43513221,282.8083664,7.067391632,2,FALSE,0.159891899,0
29-09-2023 05:00,Aizawl_site2,Mizoram,Aizawl,Aizawl,23.726431,92.66475,6.967591031,3.147193829,345.2235331,7.196272275,4,FALSE,0.005533629,0
26-12-2023 07:00,Kohima_site2,Nagaland,Kohima,Kohima,25.608291,94.120643,6.488910292,24.99367053,223.1474923,6.981487129,3,FALSE,0.041426441,0
26-04-2023 15:00,East_Khasi_Hills_site1,Meghalaya,East Khasi Hills,Shillong,25.555001,91.899986,5.547432454,14.08422448,204.5908363,7.343069333,3,FALSE,0.0484804,0
10-08-2023 09:00,East_Khasi_Hills_site3,Meghalaya,East Khasi Hills,Shillong,25.552188,91.879855,7.724037953,8.143702108,317.4972416,7.042491071,4,FALSE,0.307401896,0
10-05-2023 22:00,Aizawl_site1,Mizoram,Aizawl,Aizawl,23.697021,92.81025,6.558992629,14.058592,286.7389214,7.074153133,1,FALSE,0.383530935,0
05-12-2023 23:00,Dibrugarh_site3,Assam,Dibrugarh,Dibrugarh,27.456729,94.885114,5.96303114,7.327651621,277.4518026,7.176853887,4,TRUE,0.933285347,27
24-05-2023 19:00,Aizawl_site1,Mizoram,Aizawl,Aizawl,23.697021,92.81025,6.747532948,14.66828301,206.1067197,7.042790438,1,FALSE,0.324449941,0
23-04-2023 22:00,West_Tripura_site2,Tripura,West Tripura,Agartala,23.757574,91.250808,6.355891516,10.68423004,238.6924518,6.816705606,0,FALSE,0.339757454,0
15-01-2023 13:00,East_Sikkim_site2,Sikkim,East Sikkim,Gangtok,27.355104,88.587246,7.225024896,18.58722214,231.4433295,7.065337347,4,TRUE,0.966056117,38
12-01-2023 13:00,Kohima_site3,Nagaland,Kohima,Kohima,25.711623,94.119368,7.180003414,12.19253078,331.3885338,7.028413884,2,TRUE,0.670083528,27
28-10-2023 09:00,Dibrugarh_site1,Assam,Dibrugarh,Dibrugarh,27.558861,94.946772,5.733037017,12.99458002,299.216102,7.332576988,5,TRUE,0.723441174,28
29-06-2023 15:00,Dibrugarh_site2,Assam,Dibrugarh,Dibrugarh,27.456426,94.935528,5.514505049,11.68619456,318.6038891,6.943834362,2,TRUE,0.892505664,33
09-09-2023 14:00,Imphal_East_site3,Manipur,Imphal East,Imphal,24.820376,93.865563,5.833002207,14.06893372,278.9786872,7.073207438,3,FALSE,0.343317523,0
12-05-2023 15:00,East_Khasi_Hills_site1,Meghalaya,East Khasi Hills,Shillong,25.555001,91.899986,7.669594265,5.275218646,190.977944,6.859447894,2,FALSE,0.02540101,0
02-08-2023 14:00,Papum_Pare_site1,Arunachal Pradesh,Papum Pare,Itanagar,27.112098,93.524336,7.726382598,5.155189723,304.686629,6.877646927,3,FALSE,0.13894315,0
28-08-2023 01:00,Papum_Pare_site2,Arunachal Pradesh,Papum Pare,Itanagar,27.013754,93.591886,7.64530879,0.826558248,300.9004212,7.223979175,5,TRUE,0.932874341,34
16-03-2023 17:00,Aizawl_site3,Mizoram,Aizawl,Aizawl,23.768233,92.656594,7.231061325,6.017662276,281.3748823,7.084429313,0,FALSE,0.024585632,0
10-04-2023 06:00,East_Khasi_Hills_site3,Meghalaya,East Khasi Hills,Shillong,25.552188,91.879855,7.866039111,19.09818286,231.7735508,6.714465249,0,FALSE,0.322454828,0
05-11-2023 07:00,Aizawl_site3,Mizoram,Aizawl,Aizawl,23.768233,92.656594,6.558241435,13.79568311,290.6024872,7.555768811,1,FALSE,0.226657539,0
03-07-2023 16:00,Kohima_site1,Nagaland,Kohima,Kohima,25.685143,94.012816,6.71061239,13.51727272,295.6215645,7.354539403,4,FALSE,0.376736152,0
10-03-2023 01:00,East_Khasi_Hills_site2,Meghalaya,East Khasi Hills,Shillong,25.52467,91.913225,7.747345832,5.740970009,325.5273608,6.984188302,2,FALSE,0.086257264,0
18-04-2023 13:00,Imphal_East_site3,Manipur,Imphal East,Imphal,24.820376,93.865563,5.973509206,4.382903686,274.4916507,7.126717343,1,TRUE,0.793335006,31
17-08-2023 12:00,Kamrup_Metropolitan_site2,Assam,Kamrup Metropolitan,Guwahati,26.215714,91.809481,7.199274722,15.19073348,325.8029642,6.943188496,2,FALSE,0.260281618,0
01-04-2023 00:00,West_Tripura_site2,Tripura,West Tripura,Agartala,23.757574,91.250808,6.870971103,17.43740469,396.0748911,6.871398164,1,TRUE,0.916363244,26
21-11-2023 01:00,Papum_Pare_site2,Arunachal Pradesh,Papum Pare,Itanagar,27.013754,93.591886,6.688253735,15.77295124,293.6322955,6.8148809,3,FALSE,0.049980304,0
25-06-2023 10:00,Kohima_site3,Nagaland,Kohima,Kohima,25.711623,94.119368,6.841254329,9.708969734,311.5351583,7.090233508,2,FALSE,0.023144792,0
05-12-2023 21:00,West_Tripura_site1,Tripura,West Tripura,Agartala,23.825718,91.271745,5.028289702,6.400932245,280.0771715,6.703200362,6,TRUE,0.934835435,40
18-06-2023 06:00,Dibrugarh_site1,Assam,Dibrugarh,Dibrugarh,27.558861,94.946772,5.641165245,9.493113443,228.8161844,7.024662234,0,TRUE,0.715952655,15
17-03-2023 02:00,Kamrup_Metropolitan_site3,Assam,Kamrup Metropolitan,Guwahati,26.171622,91.721623,8.037779648,13.96030051,195.6142055,6.319303489,3,FALSE,0.279769875,0
03-01-2023 23:00,Aizawl_site3,Mizoram,Aizawl,Aizawl,23.768233,92.656594,6.512310052,4.890082325,315.3382917,6.78212762,2,FALSE,0.385015899,0
30-10-2023 14:00,Aizawl_site3,Mizoram,Aizawl,Aizawl,23.768233,92.656594,6.341977117,21.91183679,225.3026949,7.02505637,4,FALSE,0.225233323,0
05-11-2023 16:00,Aizawl_site2,Mizoram,Aizawl,Aizawl,23.726431,92.66475,6.629778574,6.59516582,366.512889,6.699608761,2,FALSE,0.194536621,0
08-09-2023 00:00,West_Tripura_site3,Tripura,West Tripura,Agartala,23.808468,91.339656,6.035218389,0.803623931,349.1660497,6.941605694,2,FALSE,0.347995755,0
18-10-2023 07:00,East_Sikkim_site3,Sikkim,East Sikkim,Gangtok,27.305054,88.637084,7.553646942,2.148254342,369.92958,7.212431414,1,FALSE,0.026272068,0
01-11-2023 22:00,Papum_Pare_site2,Arunachal Pradesh,Papum Pare,Itanagar,27.013754,93.591886,7.25655123,4.605745193,285.0448875,6.989394812,0,FALSE,0.346349907,0
30-11-2023 15:00,Dibrugarh_site2,Assam,Dibrugarh,Dibrugarh,27.456426,94.935528,6.377816044,8.840407976,342.8492674,6.543205044,5,FALSE,0.278542533,0
27-01-2023 10:00,Imphal_East_site2,Manipur,Imphal East,Imphal,24.890282,93.925511,7.295531536,3.690405116,329.6794243,6.571673097,4,FALSE,0.076294539,0
02-03-2023 22:00,East_Khasi_Hills_site1,Meghalaya,East Khasi Hills,Shillong,25.555001,91.899986,5.698312716,4.961452611,287.8730466,6.781913793,4,FALSE,0.047688471,0
01-05-2023 12:00,West_Tripura_site3,Tripura,West Tripura,Agartala,23.808468,91.339656,6.201023304,15.74709038,339.7925076,6.727370253,1,TRUE,0.713405474,22
06-08-2023 23:00,Kohima_site3,Nagaland,Kohima,Kohima,25.711623,94.119368,7.504258552,12.49319663,314.4957701,6.654820805,3,FALSE,0.372352461,0
06-02-2023 22:00,Kohima_site3,Nagaland,Kohima,Kohima,25.711623,94.119368,7.373644329,13.83612732,213.5845018,7.258086905,1,FALSE,0.218500217,0
01-05-2023 06:00,Imphal_East_site1,Manipur,Imphal East,Imphal,24.771599,93.866185,7.254432513,6.337949818,315.8627903,7.253105113,0,FALSE,0.271422601,0
